Name,Class,Parent,Centroid X µm,Centroid Y µm
Target: CD3: CD4,Target: CD3: CD4,Other,769.65,149.73
Target: CD3: CD4: CD8,Target: CD3: CD4: CD8,Other,733.67,148.7
Target: CD8,Target: CD8,Other,604.24,148.43
Target: CD68,Target: CD68,Other,663.99,148.46
PathCellObject,,Other,794.11,147.54
Target: CD68: CD8,Target: CD68: CD8,Other,571.83,148.74
Target: CD68,Target: CD68,Other,651.88,151.02
Target: CD3: CD4: CD8,Target: CD3: CD4: CD8,Other,674.75,150.08
Target: CD3: CD4,Target: CD3: CD4,Other,698.14,151.26
Target: CD20: CD3: CD4,Target: CD20: CD3: CD4,Other,723,153.76
Target: CD20: CD68: CD4,Target: CD20: CD68: CD4,Other,587.65,152.47
PathCellObject,,Other,611.53,153.01
Target: CD3: CD4,Target: CD3: CD4,Other,711.76,153.54
Target: CD68: CD3: CD4,Target: CD68: CD3: CD4,Other,498.17,153.9
Target: CD68: CD4,Target: CD68: CD4,Other,597.68,153.15
Target: CD3: CD8,Target: CD3: CD8,Other,565.84,154.86
Target: CD68: CD4,Target: CD68: CD4,Other,795.31,157.48
Target: CD20: CD4,Target: CD20: CD4,Other,619.81,155.8
Target: CD3: CD4,Target: CD3: CD4,Other,508.89,156.21
Target: CD20: CD3: CD4,Target: CD20: CD3: CD4,Other,700.18,156.22
Target: CD4,Target: CD4,Other,485.52,156.56
Target: CD3: CD8,Target: CD3: CD8,Other,671.04,157.24
Target: CD68: CD3: CD4,Target: CD68: CD3: CD4,Other,579,157.71
Target: CD4,Target: CD4,Other,646.38,160.06
Target: CD20: CD3: CD4,Target: CD20: CD3: CD4,Other,536.43,161.25
Target: CD20: CD68: CD3: CD4,Target: CD20: CD68: CD3: CD4,Other,663.26,158.13
Target: CD3: CD4,Target: CD3: CD4,Other,684.44,159.23
Target: CD68: CD3: CD4: CD8,Target: CD68: CD3: CD4: CD8,Other,781.04,158.73
Target: CD20: CD68: CD3: CD4,Target: CD20: CD68: CD3: CD4,Other,708.96,161.06
Target: CD20: CD3: CD4,Target: CD20: CD3: CD4,Other,592.12,161.02
Target: CD20: CD3: CD8,Target: CD20: CD3: CD8,Other,608.88,161.49
Target: CD20: CD68,Target: CD20: CD68,Other,571.34,163.32
Target: CD3: CD4: CD8,Target: CD3: CD4: CD8,Other,635.52,159.78
Target: CD68: CD3: CD8,Target: CD68: CD3: CD8,Other,771.8,162.37
Target: CD20: CD4,Target: CD20: CD4,Other,625.87,162.96
Target: CD20: CD3: CD4: FoxP3,Target: CD20: CD3: CD4: FoxP3,Other,700.22,162.81
Target: CD3: CD4,Target: CD3: CD4,Other,597.97,163.99
Target: CD20: CD3: CD4,Target: CD20: CD3: CD4,Other,584.32,164.9
Target: CD3: CD4,Target: CD3: CD4,Other,670.78,164.57
Target: CD3: CD4: FoxP3,Target: CD3: CD4: FoxP3,Other,679.04,166.94
Target: CD20: CD8,Target: CD20: CD8,Other,602.46,167.83
PathCellObject,,Other,490.29,164.44
Target: CD3: CD4: CD8,Target: CD3: CD4: CD8,Other,779.38,167.31
Target: CD3: CD4,Target: CD3: CD4,Other,659.66,165.24
Target: CD3: CD4,Target: CD3: CD4,Other,665.9,166.96
Target: CD3: CD4,Target: CD3: CD4,Other,693.05,166.41
Target: CD3: CD4,Target: CD3: CD4,Other,731.13,166.5
Target: CD20: CD3: CD4,Target: CD20: CD3: CD4,Other,651.51,167.55
Target: CD20: CD68: CD3: CD4: CD8,Target: CD20: CD68: CD3: CD4: CD8,Other,706.22,167.18
Target: CD20: CD8,Target: CD20: CD8,Other,565.03,169.41
Target: CD68: CD4,Target: CD68: CD4,Other,634.66,168.84
PathCellObject,,Other,507.72,166.8
Target: CD20: CD68: CD3: CD4: FoxP3,Target: CD20: CD68: CD3: CD4: FoxP3,Other,717.38,168.01
Target: CD20: CD3: CD4,Target: CD20: CD3: CD4,Other,557.37,169.21
Target: CD3: CD8,Target: CD3: CD8,Other,493.76,172.85
Target: CD8,Target: CD8,Other,500.08,169.61
Target: CD20,Target: CD20,Other,515.87,170.04
Target: CD68,Target: CD68,Other,539.51,171.71
Target: CD68: CD3: CD4,Target: CD68: CD3: CD4,Other,792.53,170.02
Target: CD3: CD4,Target: CD3: CD4,Other,549.89,172.13
Target: CD20,Target: CD20,Other,588.78,172.29
Target: CD3,Target: CD3,Other,484.86,172.24
Target: CD3,Target: CD3,Other,704.12,172.77
Target: CD3: CD4,Target: CD3: CD4,Other,661.22,173.41
PathCellObject,,Other,670.78,174.54
Target: CD68: CD3: CD4,Target: CD68: CD3: CD4,Other,724.67,175.19
Target: CD20: CD68: CD3: CD4,Target: CD20: CD68: CD3: CD4,Other,576.72,174.1
Target: CD68: CD4,Target: CD68: CD4,Other,649.8,175.79
Target: CD3: CD4: CD8,Target: CD3: CD4: CD8,Other,692.04,174.97
Target: CD68: CD3,Target: CD68: CD3,Other,771.36,175.51
Target: CD20: CD3,Target: CD20: CD3,Other,599.79,178.13
Target: CD68: CD3: CD4,Target: CD68: CD3: CD4,Other,627.61,174.27
Target: CD68,Target: CD68,Other,785.07,177.65
Target: CD20: CD3,Target: CD20: CD3,Other,529.13,178.53
Target: CD68: CD3: CD4,Target: CD68: CD3: CD4,Other,713.14,175.7
Target: CD20,Target: CD20,Other,633.94,177.4
PathCellObject,,Other,506.93,179.53
Target: CD20,Target: CD20,Other,519.95,178.31
Target: CD68,Target: CD68,Other,538.09,179.38
Target: CD20: CD3: CD8,Target: CD20: CD3: CD8,Other,415.67,179.27
Target: CD3: CD4: CD8,Target: CD3: CD4: CD8,Other,657.15,179.8
Target: CD20: CD68: CD4,Target: CD20: CD68: CD4,Other,568.46,181.23
Target: CD3,Target: CD3,Other,702.03,178.88
Target: CD3: CD8,Target: CD3: CD8,Other,489.68,180.59
Target: CD3: CD4,Target: CD3: CD4,Other,588.68,181.12
Target: CD20,Target: CD20,Other,623.19,180.98
Target: CD68: CD4,Target: CD68: CD4,Other,710.07,179.17
Target: CD68: CD4,Target: CD68: CD4,Other,718.85,179.9
Target: CD3: CD8,Target: CD3: CD8,Other,664.53,183.19
Target: CD20,Target: CD20,Other,515.24,184.05
Target: CD20,Target: CD20,Other,636.59,183.38
Target: CD20: CD3: CD4,Target: CD20: CD3: CD4,Other,696.47,184.47
Target: CD68,Target: CD68,Other,728.8,186.7
Target: CD20,Target: CD20,Other,525.89,186.45
Target: CD20: CD68: CD3: CD4,Target: CD20: CD68: CD3: CD4,Other,708.1,185.42
Target: CD68: CD4: FoxP3,Target: CD68: CD4: FoxP3,Other,716.59,189.22
Target: CD68: CD3: CD8,Target: CD68: CD3: CD8,Other,403.06,185.24
PathCellObject,,Other,497.18,188.07
Target: CD68: CD3: CD4: CD8,Target: CD68: CD3: CD4: CD8,Other,654.69,186.89
Target: CD20: CD68,Target: CD20: CD68,Other,546.99,187.2
Target: CD20: CD3: CD8,Target: CD20: CD3: CD8,Other,778.08,187.11
Target: CD20: CD3,Target: CD20: CD3,Other,575.85,188.21
Target: CD20: CD3: CD4,Target: CD20: CD3: CD4,Other,583.73,190.06
Target: CD68,Target: CD68,Other,485.76,189.24
Target: CD3: CD4: CD8,Target: CD3: CD4: CD8,Other,461.59,191.43
Target: CD20: CD3: CD4: CD8,Target: CD20: CD3: CD4: CD8,Other,669.9,188.44
Target: CD3: CD4,Target: CD3: CD4,Other,615.61,186.92
Target: CD20,Target: CD20,Other,513.01,191.79
Target: CD20,Target: CD20,Other,520.89,190.82
Target: CD68: CD3: CD4: CD8,Target: CD68: CD3: CD4: CD8,Other,647.12,189.49
Target: CD20: CD68: CD4,Target: CD20: CD68: CD4,Other,786.52,192.42
Target: CD20: CD3,Target: CD20: CD3,Other,623.11,191.71
PathCellObject,,Other,418.41,193.24
Target: CD68: CD3,Target: CD68: CD3,Other,475.27,193.19
Target: CD20,Target: CD20,Other,635.86,192.32
Target: CD20: CD3: CD4,Target: CD20: CD3: CD4,Other,700.57,193.72
Target: CD68: CD3: CD8,Target: CD68: CD3: CD8,Other,396.63,192.06
PathCellObject,,Other,408.08,194.38
Target: CD20: CD3: CD8,Target: CD20: CD3: CD8,Other,592.24,193.7
Target: CD20: CD3: CD4: CD8,Target: CD20: CD3: CD4: CD8,Other,600.98,191.01
Target: CD20: CD3: CD4: CD8,Target: CD20: CD3: CD4: CD8,Other,676.03,193.07
Target: CD20: CD3: CD4,Target: CD20: CD3: CD4,Other,687.94,193.38
Target: CD20: CD3: CD4: CD8,Target: CD20: CD3: CD4: CD8,Other,614.28,195.32
Target: CD68,Target: CD68,Other,391.82,195.96
Target: CD3: CD4: CD8,Target: CD3: CD4: CD8,Other,606.72,193.76
Target: CD4,Target: CD4,Other,361.8,196.49
Target: CD3: CD8,Target: CD3: CD8,Other,426.15,196.06
Target: CD68: CD4,Target: CD68: CD4,Other,650.9,198.71
Target: CD20,Target: CD20,Other,710.03,197.69
Target: CD20: CD3: CD4,Target: CD20: CD3: CD4,Other,384.14,198.53
Target: CD3: CD4,Target: CD3: CD4,Other,795.6,197.72
Target: CD3: CD4: CD8,Target: CD3: CD4: CD8,Other,372.85,198.98
Target: CD68: CD4,Target: CD68: CD4,Other,348.69,199.28
PathCellObject,,Other,434.61,198.74
Target: CD3,Target: CD3,Other,493.36,199.7
Target: CD68: CD3: CD4,Target: CD68: CD3: CD4,Other,511.13,200.68
Target: CD3: CD4,Target: CD3: CD4,Other,553.84,200.22
Target: CD20: CD3: CD4: CD8,Target: CD20: CD3: CD4: CD8,Other,623.19,203.17
Target: CD3,Target: CD3,Other,599.72,200.63
Target: CD20: CD68: CD8,Target: CD20: CD68: CD8,Other,611.62,201.61
Target: CD3: CD4,Target: CD3: CD4,Other,635.82,204.45
Target: CD20: CD68: CD3: CD4,Target: CD20: CD68: CD3: CD4,Other,661.31,200.92
Target: CD68: CD3: CD8,Target: CD68: CD3: CD8,Other,484.28,201.34
Target: CD3: CD8,Target: CD3: CD8,Other,781.44,204.39
Target: CD20: CD68: CD3: CD4,Target: CD20: CD68: CD3: CD4,Other,669.29,205.08
Target: CD68: CD8,Target: CD68: CD8,Other,718.55,202.09
Target: CD3,Target: CD3,Other,454.9,203.88
PathCellObject,,Other,593.37,205.32
Target: CD68: CD3: CD4,Target: CD68: CD3: CD4,Other,702.44,204.67
Target: CD68: CD8,Target: CD68: CD8,Other,730.18,202.18
PathCellObject,,Other,445.05,203.46
PathCellObject,,Other,502.82,203.73
Target: CD20: CD3,Target: CD20: CD3,Other,679.06,204.6
Target: CD20,Target: CD20,Other,606.02,207.58
Target: CD3: CD4,Target: CD3: CD4,Other,339.13,206.98
PathCellObject,,Other,738.38,204.07
Target: CD68: CD3: CD4: CD8,Target: CD68: CD3: CD4: CD8,Other,761.46,208.34
Target: CD68: CD3: CD4,Target: CD68: CD3: CD4,Other,547.69,207.71
PathCellObject,,Other,431.75,206.83
Target: CD3,Target: CD3,Other,472.79,207.65
Target: CD68: CD3: CD4,Target: CD68: CD3: CD4,Other,721.55,209.95
Target: CD3: CD8,Target: CD3: CD8,Other,492.79,209.54
PathCellObject,,Other,521.51,208.26
Target: CD3: CD4,Target: CD3: CD4,Other,350.02,211.66
Target: CD68: CD3: CD4: CD8,Target: CD68: CD3: CD4: CD8,Other,731.59,211.39
PathCellObject,,Other,462.7,210.48
Target: CD3,Target: CD3,Other,687.34,210.85
PathCellObject,,Other,384.92,212.59
Target: CD20: CD3: CD4: CD8,Target: CD20: CD3: CD4: CD8,Other,614.82,213.37
Target: CD68: CD4,Target: CD68: CD4,Other,740.59,213.91
Target: CD3,Target: CD3,Other,428.89,216.73
Target: CD3,Target: CD3,Other,439.62,214.9
PathCellObject,,Other,451.19,213.8
Target: CD20: CD3: CD4,Target: CD20: CD3: CD4,Other,596.21,213.97
Target: CD68: CD4,Target: CD68: CD4,Other,697.27,215.1
PathCellObject,,Other,482.28,214.81
Target: CD68,Target: CD68,Other,553.78,215.15
Target: CD4: CD8,Target: CD4: CD8,Other,338.51,217.18
Target: CD68: CD3: CD4,Target: CD68: CD3: CD4,Other,795.53,214.94
Target: CD3,Target: CD3,Other,363.7,213.29
Target: CD68: CD8,Target: CD68: CD8,Other,673.83,218.08
Target: CD68,Target: CD68,Other,545.16,217.76
Target: CD68: CD8,Target: CD68: CD8,Other,644.27,217.98
Target: CD68,Target: CD68,Other,708.67,216.61
Target: CD68: CD8,Target: CD68: CD8,Other,783.42,219.17
Target: CD3,Target: CD3,Other,459.93,220.37
Target: CD68: CD4,Target: CD68: CD4,Other,688.39,221.52
Target: CD3: CD4,Target: CD3: CD4,Other,357.55,221.24
PathCellObject,,Other,367.51,225.47
Target: CD20: CD8,Target: CD20: CD8,Other,536.89,221.32
Target: CD68: CD3: CD4,Target: CD68: CD3: CD4,Other,729.17,221.37
Target: CD20: CD68: CD3: CD4,Target: CD20: CD68: CD3: CD4,Other,610.57,222.15
Target: CD3,Target: CD3,Other,420.21,221.98
Target: CD20: CD68: CD3: CD4: CD8,Target: CD20: CD68: CD3: CD4: CD8,Other,595.56,222.51
Target: CD3: CD8,Target: CD3: CD8,Other,345.95,225.98
Target: CD3,Target: CD3,Other,377.6,225.81
PathCellObject,,Other,468.15,226.33
Target: CD20,Target: CD20,Other,476.57,222.8
Target: CD4: FoxP3,Target: CD4: FoxP3,Other,556.18,226.57
Target: CD20: CD3: CD4: CD8,Target: CD20: CD3: CD4: CD8,Other,722.82,226.71
Target: CD20: CD3: CD4,Target: CD20: CD3: CD4,Other,581.82,226.13
Target: CD68: CD3: CD4: CD8,Target: CD68: CD3: CD4: CD8,Other,714.11,226.74
Target: CD3,Target: CD3,Other,427.76,226.36
PathCellObject,,Other,301.58,226.96
Target: CD20,Target: CD20,Other,653.45,228.07
Target: CD68,Target: CD68,Other,435.12,231.74
Target: CD20,Target: CD20,Other,572.98,227.58
PathCellObject,,Other,290.8,231.24
Target: CD20: CD68,Target: CD20: CD68,Other,790.9,228.46
Target: CD20: CD68: CD3: CD4,Target: CD20: CD68: CD3: CD4,Other,599.79,233.1
Target: CD20: CD68,Target: CD20: CD68,Other,686.51,232.12
Target: CD3: CD4,Target: CD3: CD4,Other,616.43,229.51
Target: CD20: CD3: CD4: CD8,Target: CD20: CD3: CD4: CD8,Other,673.12,229.1
Target: CD8,Target: CD8,Other,493.91,230.55
Target: CD68: CD3,Target: CD68: CD3,Other,356.26,234.21
PathCellObject,,Other,478.39,232.01
PathCellObject,,Other,543.93,231.77
Target: CD68: CD4,Target: CD68: CD4,Other,633.84,229.56
Target: CD3: CD8,Target: CD3: CD8,Other,454.17,232.33
Target: CD20,Target: CD20,Other,423.3,232.67
Target: CD68: CD3: CD4,Target: CD68: CD3: CD4,Other,755.6,232.52
Target: CD68: CD8,Target: CD68: CD8,Other,771.52,232.18
Target: CD20: CD68: CD3: CD4,Target: CD20: CD68: CD3: CD4,Other,742.56,233
PathCellObject,,Other,483.34,235.05
Target: CD68,Target: CD68,Other,784.15,236.99
Target: CD3: CD8,Target: CD3: CD8,Other,464.95,234.83
Target: CD68: FoxP3,Target: CD68: FoxP3,Other,566,234.03
Target: CD68: CD3: CD8,Target: CD68: CD3: CD8,Other,671.28,237.95
PathCellObject,,Other,445.11,236.01
PathCellObject,,Other,795.84,237.28
Target: CD20: CD3,Target: CD20: CD3,Other,656.74,236.35
PathCellObject,,Other,503.86,240.51
Target: CD20,Target: CD20,Other,405.85,234.84
Target: CD3: CD4: CD8,Target: CD3: CD4: CD8,Other,623.62,237.96
PathCellObject,,Other,577.07,238.13
Target: CD68: CD3: CD4,Target: CD68: CD3: CD4,Other,641.2,236.69
Target: CD20,Target: CD20,Other,663.38,238.61
PathCellObject,,Other,552.28,240.6
Target: CD20: CD3: CD8,Target: CD20: CD3: CD8,Other,584.21,239.18
Target: CD20: CD68: CD3: CD4: FoxP3,Target: CD20: CD68: CD3: CD4: FoxP3,Other,735.3,241.57
PathCellObject,,Other,488.21,240.55
Target: CD20: CD3: CD4,Target: CD20: CD3: CD4,Other,590.7,240.54
PathCellObject,,Other,469.03,243.24
Target: CD3: FoxP3,Target: CD3: FoxP3,Other,571.54,243.84
Target: CD68,Target: CD68,Other,766.18,241.62
Target: CD20: CD3: CD8,Target: CD20: CD3: CD8,Other,405.43,243.44
Target: CD68: CD3: CD4: FoxP3,Target: CD68: CD3: CD4: FoxP3,Other,427.11,243.46
Target: CD20: CD68: CD4,Target: CD20: CD68: CD4,Other,610.95,242.83
Target: CD3: CD8,Target: CD3: CD8,Other,368.94,241.87
Target: CD4,Target: CD4,Other,778.85,247.53
Target: CD3: CD4,Target: CD3: CD4,Other,561.39,243.63
Target: CD20: CD3: CD4,Target: CD20: CD3: CD4,Other,597.76,244.39
Target: CD3: CD4: CD8,Target: CD3: CD4: CD8,Other,631.1,243.64
PathCellObject,,Other,459.46,244.13
Target: CD68: CD3: CD4,Target: CD68: CD3: CD4,Other,637.22,245.74
Target: CD68: CD3: CD4,Target: CD68: CD3: CD4,Other,654.89,245.38
Target: CD68: CD3: CD4: FoxP3,Target: CD68: CD3: CD4: FoxP3,Other,340.79,246.01
Target: CD20: CD68,Target: CD20: CD68,Other,644.93,245.33
PathCellObject,,Other,492.65,247.52
PathCellObject,,Other,358.58,248.03
Target: CD3: CD4,Target: CD3: CD4,Other,347.34,248.39
Target: CD20: CD68: CD4: CD8,Target: CD20: CD68: CD4: CD8,Other,727.11,250.5
PathCellObject,,Other,447.24,248.14
PathCellObject,,Other,512.02,251.27
Target: CD3: CD4,Target: CD3: CD4,Other,553.76,250.2
Target: CD3: CD4,Target: CD3: CD4,Other,563.21,249.73
Target: CD68: CD3: CD4,Target: CD68: CD3: CD4,Other,626.9,251.15
Target: CD68,Target: CD68,Other,664.29,251.58
Target: CD20: CD3: CD4,Target: CD20: CD3: CD4,Other,569.06,252.29
Target: CD3: CD4: CD8,Target: CD3: CD4: CD8,Other,689.72,249.7
Target: CD3: CD4,Target: CD3: CD4,Other,601.99,251.12
Target: CD3: CD4: CD8,Target: CD3: CD4: CD8,Other,698.07,252.62
Target: CD68,Target: CD68,Other,751.24,252.6
PathCellObject,,Other,458.06,251.31
Target: CD3,Target: CD3,Other,592.69,251.04
PathCellObject,,Other,610.52,253.08
Target: CD20: CD68,Target: CD20: CD68,Other,708.15,252.26
Target: CD3: CD8,Target: CD3: CD8,Other,586.67,253.59
Target: CD3,Target: CD3,Other,352,257.45
Target: CD20: CD3: CD8,Target: CD20: CD3: CD8,Other,673.52,251.73
Target: CD3,Target: CD3,Other,435.19,253.32
PathCellObject,,Other,466.47,253.64
Target: CD68,Target: CD68,Other,645.92,253.43
Target: CD3,Target: CD3,Other,500.3,254.46
Target: CD3: CD4,Target: CD3: CD4,Other,559.91,255.83
Target: CD4,Target: CD4,Other,291.56,256.26
PathCellObject,,Other,377.51,254.23
Target: CD4,Target: CD4,Other,483.89,256.86
Target: CD3: CD4,Target: CD3: CD4,Other,657.31,256.29
Target: CD20: CD68: CD4,Target: CD20: CD68: CD4,Other,715.77,255.51
Target: CD3: CD4,Target: CD3: CD4,Other,450.61,256.14
Target: CD3: CD4,Target: CD3: CD4,Other,580.49,254.83
Target: CD3: CD4,Target: CD3: CD4,Other,599.06,258.82
Target: CD20: CD3: CD4,Target: CD20: CD3: CD4,Other,682.23,255.62
Target: CD3: CD4,Target: CD3: CD4,Other,457.38,257.76
Target: CD3: CD4,Target: CD3: CD4,Other,769.53,254.91
Target: CD3: CD4,Target: CD3: CD4,Other,574.86,257.89
Target: CD68,Target: CD68,Other,789.91,256.78
PathCellObject,,Other,491.98,258.24
Target: CD3,Target: CD3,Other,497.38,258.91
Target: CD3: CD4: CD8,Target: CD3: CD4: CD8,Other,551.15,259.43
Target: CD3: CD8,Target: CD3: CD8,Other,619.61,257.48
Target: CD68: CD4,Target: CD68: CD4,Other,638.49,258.79
Target: CD3: CD4,Target: CD3: CD4,Other,609.51,259.89
PathCellObject,,Other,389.9,260.37
Target: CD68,Target: CD68,Other,760.2,260.02
Target: CD3: CD4,Target: CD3: CD4,Other,302.9,259.79
PathCellObject,,Other,442.23,261.73
Target: CD68,Target: CD68,Other,472.35,260.45
PathCellObject,,Other,462.16,260.08
Target: CD3: CD4,Target: CD3: CD4,Other,506.11,261.24
Target: CD20: CD8,Target: CD20: CD8,Other,651.57,260.12
Target: CD68: CD3: CD4: CD8,Target: CD68: CD3: CD4: CD8,Other,667.18,262.7
Target: CD20: CD3: CD4: CD8,Target: CD20: CD3: CD4: CD8,Other,593.45,261.99
Target: CD3: CD8,Target: CD3: CD8,Other,677.74,262.47
PathCellObject,,Other,380.55,263.86
Target: CD8,Target: CD8,Other,544.38,261.88
Target: CD68: CD4,Target: CD68: CD4,Other,717.4,263.64
PathCellObject,,Other,449.91,264.94
Target: CD20: CD4,Target: CD20: CD4,Other,561.62,265.18
Target: CD20: CD3: CD4,Target: CD20: CD3: CD4,Other,584.09,263.07
Target: CD4: CD8,Target: CD4: CD8,Other,702.96,264.69
PathCellObject,,Other,772.93,263.59
Target: CD68,Target: CD68,Other,645.93,265.95
Target: CD20: CD3: CD8,Target: CD20: CD3: CD8,Other,730.45,264.26
Target: CD68,Target: CD68,Other,782.13,265.66
Target: CD3,Target: CD3,Other,435.36,263.94
Target: CD68: CD3: CD4,Target: CD68: CD3: CD4,Other,460.71,265.76
Target: CD3: CD4,Target: CD3: CD4,Other,614.75,265.33
PathCellObject,,Other,427.59,264.65
Target: CD3: CD8,Target: CD3: CD8,Other,657.9,266.61
PathCellObject,,Other,538.27,265.99
PathCellObject,,Other,571.87,264.6
Target: CD3: CD4: CD8,Target: CD3: CD4: CD8,Other,685.16,265.64
Target: CD68,Target: CD68,Other,792.55,266.65
Target: CD20,Target: CD20,Other,295.81,267.34
Target: CD3: CD4,Target: CD3: CD4,Other,590.98,266.83
PathCellObject,,Other,493.19,268.43
Target: CD68,Target: CD68,Other,627.77,266.17
Target: CD3,Target: CD3,Other,502.36,268.74
Target: CD68: CD3: CD4: CD8,Target: CD68: CD3: CD4: CD8,Other,672.89,269.34
Target: CD20: CD3: CD4,Target: CD20: CD3: CD4,Other,578.66,267.99
Target: CD68: CD4,Target: CD68: CD4,Other,765.95,269.84
Target: CD3: CD4: CD8,Target: CD3: CD4: CD8,Other,691.26,270.38
Target: CD68,Target: CD68,Other,751.66,269.62
Target: CD68,Target: CD68,Other,510.15,267.63
PathCellObject,,Other,532.1,269.83
Target: CD20: CD8,Target: CD20: CD8,Other,272.61,267.44
Target: CD68,Target: CD68,Other,519.24,267.79
Target: CD3: CD4,Target: CD3: CD4,Other,525.55,269.97
Target: CD3,Target: CD3,Other,568.88,270.17
Target: CD3: CD4,Target: CD3: CD4,Other,584.35,270.38
Target: CD3: CD4: CD8,Target: CD3: CD4: CD8,Other,602.95,270.4
Target: CD3: CD4: FoxP3,Target: CD3: CD4: FoxP3,Other,720.44,272.23
PathCellObject,,Other,384.87,272.22
PathCellObject,,Other,437.27,272.18
Target: CD20,Target: CD20,Other,614.97,271.87
PathCellObject,,Other,304.91,273.36
PathCellObject,,Other,419.96,272.47
Target: CD20: CD68,Target: CD20: CD68,Other,291.39,272.56
PathCellObject,,Other,456.43,273.59
Target: CD3: CD8,Target: CD3: CD8,Other,515.78,274.86
Target: CD68: CD3,Target: CD68: CD3,Other,795.31,275.24
Target: CD3: CD4: FoxP3,Target: CD3: CD4: FoxP3,Other,266.41,275.43
Target: CD4,Target: CD4,Other,279.33,274.51
PathCellObject,,Other,428.26,275.25
Target: CD3: CD4,Target: CD3: CD4,Other,594.29,274.05
Target: CD20: CD4: CD8,Target: CD20: CD4: CD8,Other,698.95,273.9
Target: CD68: CD4,Target: CD68: CD4,Other,630.26,277.02
Target: CD68,Target: CD68,Other,653.79,274.16
Target: CD68,Target: CD68,Other,774.96,275.79
PathCellObject,,Other,465.71,273.62
Target: CD3: CD4: CD8,Target: CD3: CD4: CD8,Other,681.06,276.49
Target: CD20: CD3: CD4,Target: CD20: CD3: CD4,Other,586.23,276.69
Target: CD3: CD4,Target: CD3: CD4,Other,573.09,277.03
Target: CD3: CD4,Target: CD3: CD4,Other,497.18,275.88
Target: CD20: CD3: CD4: CD8,Target: CD20: CD3: CD4: CD8,Other,505.74,277.76
Target: CD68,Target: CD68,Other,730.36,276.34
Target: CD68,Target: CD68,Other,663.52,275.27
Target: CD68: CD4: FoxP3,Target: CD68: CD4: FoxP3,Other,716.01,280.43
Target: CD8,Target: CD8,Other,608.55,277.57
Target: CD68: CD4,Target: CD68: CD4,Other,707.1,277.47
Target: FoxP3,Target: FoxP3,Other,401.36,278.22
PathCellObject,,Other,415.01,276.76
Target: CD20: CD68,Target: CD20: CD68,Other,558.51,278.24
Target: CD68: CD4,Target: CD68: CD4,Other,758.56,278.97
Target: CD20,Target: CD20,Other,437.04,279.74
Target: CD68: CD8,Target: CD68: CD8,Other,492.38,280.36
Target: CD68: CD4,Target: CD68: CD4,Other,620.34,281.53
Target: CD68: CD4: CD8,Target: CD68: CD4: CD8,Other,647.17,278.52
Target: CD68,Target: CD68,Other,672.11,280.26
PathCellObject,,Other,783.59,281.08
Target: CD68: CD3: CD4: FoxP3,Target: CD68: CD3: CD4: FoxP3,Other,281.24,284.82
Target: CD68: CD3: FoxP3,Target: CD68: CD3: FoxP3,Other,290.7,283.24
Target: CD3: CD4,Target: CD3: CD4,Other,580.28,282.68
PathCellObject,,Other,461.35,282.83
Target: CD3: CD4: CD8,Target: CD3: CD4: CD8,Other,613.37,285.24
Target: CD3,Target: CD3,Other,410.11,281.32
Target: CD3: CD4,Target: CD3: CD4,Other,594.49,283.86
Target: CD3: CD8,Target: CD3: CD8,Other,603.22,281.66
Target: CD68: CD3: CD4,Target: CD68: CD3: CD4,Other,658.02,283.4
PathCellObject,,Other,427.16,283.81
Target: CD68: CD4,Target: CD68: CD4,Other,641.04,283.36
Target: CD68,Target: CD68,Other,414.47,285.58
Target: CD68,Target: CD68,Other,474.7,282
Target: CD20: CD3: CD4,Target: CD20: CD3: CD4,Other,696.68,285.14
Target: CD68,Target: CD68,Other,485.24,283.52
Target: CD68,Target: CD68,Other,732.2,284.85
Target: CD68,Target: CD68,Other,744.01,284.93
Target: CD68,Target: CD68,Other,768.18,288.13
Target: CD3: CD4: CD8,Target: CD3: CD4: CD8,Other,507.51,286.42
Target: CD3: CD8,Target: CD3: CD8,Other,515.89,284.74
PathCellObject,,Other,438.28,287.44
Target: CD3: CD4,Target: CD3: CD4,Other,498.95,287.5
Target: CD68: CD3: CD4: CD8,Target: CD68: CD3: CD4: CD8,Other,543.23,286.79
Target: CD3: CD4,Target: CD3: CD4,Other,254.57,288.28
Target: CD68,Target: CD68,Other,299.4,287.87
Target: CD68: CD3: CD4: CD8,Target: CD68: CD3: CD4: CD8,Other,607.88,288.47
Target: CD20: CD3: CD4,Target: CD20: CD3: CD4,Other,707.44,286.89
Target: CD8,Target: CD8,Other,264.29,287.65
Target: CD68,Target: CD68,Other,552.17,287.48
Target: CD20: CD3: CD4: CD8,Target: CD20: CD3: CD4: CD8,Other,672.84,291.12
Target: CD3: CD8,Target: CD3: CD8,Other,369.4,289.57
Target: CD3,Target: CD3,Other,399.87,288.26
Target: CD3: CD4: FoxP3,Target: CD3: CD4: FoxP3,Other,664.52,287.82
Target: CD3: CD4,Target: CD3: CD4,Other,313.47,290.18
Target: CD3: CD4: CD8,Target: CD3: CD4: CD8,Other,522.2,288.83
Target: CD3: CD4: CD8,Target: CD3: CD4: CD8,Other,585.21,291.13
Target: CD3: CD8,Target: CD3: CD8,Other,721.53,290.14
Target: CD68: CD3: CD4: CD8,Target: CD68: CD3: CD4: CD8,Other,272.48,291.45
Target: CD68: CD3: CD4,Target: CD68: CD3: CD4,Other,568.77,289.78
